,Charging Profile
2016-01-01 05:38:00+00:00,109.84318234527834
2016-01-01 05:39:00+00:00,102.56489803486615
2016-01-01 05:40:00+00:00,106.26489803486615
2016-01-01 05:41:00+00:00,103.28338247999335
2016-01-01 05:42:00+00:00,103.28338247999335
2016-01-01 05:43:00+00:00,114.12311838830287
2016-01-01 05:44:00+00:00,104.82360778978553
2016-01-01 05:45:00+00:00,108.50310033890841
2016-01-01 05:46:00+00:00,292.81746656521216
2016-01-01 05:47:00+00:00,229.64839078682218
2016-01-01 05:48:00+00:00,229.64839078682218
2016-01-01 05:49:00+00:00,229.64839078682218
2016-01-01 05:50:00+00:00,229.64839078682218
2016-01-01 05:51:00+00:00,135.60471349476467
2016-01-01 05:52:00+00:00,121.85376757942674
2016-01-01 05:53:00+00:00,108.03707316165192
2016-01-01 05:54:00+00:00,115.38968352042554
2016-01-01 05:55:00+00:00,126.25967543050204
2016-01-01 05:56:00+00:00,126.25967543050204
2016-01-01 05:57:00+00:00,104.58092246231782
2016-01-01 05:58:00+00:00,105.63728409232696
2016-01-01 05:59:00+00:00,119.92862296254904
2016-01-01 06:00:00+00:00,119.92862296254904
2016-01-01 06:01:00+00:00,116.44457850958952
2016-01-01 06:02:00+00:00,137.89053344407782
2016-01-01 06:03:00+00:00,137.89053344407782
2016-01-01 06:04:00+00:00,148.56203622598917
2016-01-01 06:05:00+00:00,152.38056945211392
2016-01-01 06:06:00+00:00,253.82567429920888
2016-01-01 06:07:00+00:00,166.62149757013478
2016-01-01 06:08:00+00:00,166.62149757013478
2016-01-01 06:09:00+00:00,159.805885993929
2016-01-01 06:10:00+00:00,159.8238400618103
2016-01-01 06:11:00+00:00,163.23351388985571
2016-01-01 06:12:00+00:00,166.90865831011607
2016-01-01 06:13:00+00:00,166.90865831011607
2016-01-01 06:14:00+00:00,159.8269676432252
2016-01-01 06:15:00+00:00,159.8565190279509
2016-01-01 06:16:00+00:00,159.8565190279509
2016-01-01 06:17:00+00:00,149.1159479949657
2016-01-01 06:18:00+00:00,156.1295573313351
2016-01-01 06:19:00+00:00,159.78362544440344
2016-01-01 06:20:00+00:00,170.7170966039346
2016-01-01 06:21:00+00:00,170.7170966039346
2016-01-01 06:22:00+00:00,241.84867511935434
2016-01-01 06:23:00+00:00,160.02020742223758
2016-01-01 06:24:00+00:00,173.99095116402924
2016-01-01 06:25:00+00:00,172.51533257118962
2016-01-01 06:26:00+00:00,295.0442453340042
2016-01-01 06:27:00+00:00,302.3573477780686
2016-01-01 06:28:00+00:00,302.3667509599282
2016-01-01 06:29:00+00:00,280.6216774708939
2016-01-01 06:30:00+00:00,150.58688387178827
2016-01-01 06:31:00+00:00,140.141722985581
2016-01-01 06:32:00+00:00,140.141722985581
2016-01-01 06:33:00+00:00,119.92114623797474
2016-01-01 06:34:00+00:00,109.69017053120683
2016-01-01 06:35:00+00:00,109.68990406953158
2016-01-01 06:36:00+00:00,106.14152471438913
2016-01-01 06:37:00+00:00,116.17742125283009
2016-01-01 06:38:00+00:00,112.43467614485446
2016-01-01 06:39:00+00:00,119.78140053585736
2016-01-01 06:40:00+00:00,119.78140053585736
2016-01-01 06:41:00+00:00,120.67924272001261
2016-01-01 06:42:00+00:00,120.67924272001261
2016-01-01 06:43:00+00:00,120.67924272001261
2016-01-01 06:44:00+00:00,127.95747727617817
2016-01-01 06:45:00+00:00,124.40080909834026
2016-01-01 06:46:00+00:00,124.4967453928295
2016-01-01 06:47:00+00:00,120.8424388347953
2016-01-01 06:48:00+00:00,120.8424388347953
2016-01-01 06:49:00+00:00,120.86397860387108
2016-01-01 06:50:00+00:00,241.4313164724852
2016-01-01 06:51:00+00:00,245.1313164724852
2016-01-01 06:52:00+00:00,245.1313164724852
2016-01-01 06:53:00+00:00,371.8571996476905
2016-01-01 06:54:00+00:00,255.0719421451995
2016-01-01 06:55:00+00:00,255.0719421451995
2016-01-01 06:56:00+00:00,135.75273165374375
2016-01-01 06:57:00+00:00,135.73888997462018
2016-01-01 06:58:00+00:00,135.75929244605678
2016-01-01 06:59:00+00:00,146.74490117782713
2016-01-01 07:00:00+00:00,146.74490117782713
2016-01-01 07:01:00+00:00,143.20796543467944
2016-01-01 07:02:00+00:00,143.20796543467944
2016-01-01 07:03:00+00:00,139.50352161971344
2016-01-01 07:04:00+00:00,135.80352161971345
2016-01-01 07:05:00+00:00,146.11570846188135
2016-01-01 07:06:00+00:00,146.14399305137064
2016-01-01 07:07:00+00:00,157.02610208374398
2016-01-01 07:08:00+00:00,171.19260650940407
2016-01-01 07:09:00+00:00,171.20787968121837
2016-01-01 07:10:00+00:00,193.00827080764165
2016-01-01 07:11:00+00:00,194.64911718879
2016-01-01 07:12:00+00:00,200.38293185065942
2016-01-01 07:13:00+00:00,193.4719084942232
2016-01-01 07:14:00+00:00,193.4719084942232
2016-01-01 07:15:00+00:00,186.25035550307376
2016-01-01 07:16:00+00:00,186.25035550307376
2016-01-01 07:17:00+00:00,189.93948578804267
2016-01-01 07:18:00+00:00,262.03784769682994
2016-01-01 07:19:00+00:00,293.74765474670636
2016-01-01 07:20:00+00:00,205.0653656243073
2016-01-01 07:21:00+00:00,208.62702907097696
2016-01-01 07:22:00+00:00,208.62702907097696
2016-01-01 07:23:00+00:00,204.97296095790864
2016-01-01 07:24:00+00:00,204.98802990267097
2016-01-01 07:25:00+00:00,204.98802990267097
